dataset,run_name,summary_path,Direction,backbone,batch_size,best_epoch,best_val_primary,epochs_trained,learning_rate,n_classes,seed,strategy,task,test_acc,test_auc,test_auc_macro,test_f1_macro,test_loss,test_primary,total_params,trainable_params,training_time_sec,unfreeze_pct
breastmnist,breastmnist_vit_base_patch16_224_partial_pct40_dirend_seed42,breastmnist/breastmnist_vit_base_patch16_224_partial_pct40_dirend_seed42/summary.json,end,vit_base_patch16_224,64,15,0.9899749373433584,30,0.0001,2,42,partial,classification,0.8974358974358975,0.9454887218045113,,0.8696741854636592,0.43030763665835065,0.9454887218045113,85800194,35440898,60.89885640144348,40
breastmnist,breastmnist_resnet18_full_pct0_seed49,breastmnist/breastmnist_resnet18_full_pct0_seed49/summary.json,0,resnet18,64,45,0.9532163742690059,60,0.0001,2,49,full,classification,0.8910256410256411,0.9381787802840434,,0.847996790279131,0.2920708159605662,0.9381787802840434,11177538,11177538,98.1646523475647,0
breastmnist,breastmnist_vit_base_patch16_224_LP_pct0_seed41,breastmnist/breastmnist_vit_base_patch16_224_LP_pct0_seed41/summary.json,0,vit_base_patch16_224,64,97,0.949874686716792,112,0.0001,2,41,LP,classification,0.8653846153846154,0.9329573934837092,,0.8122313291683384,0.32424070437749225,0.9329573934837092,85800194,1538,231.7135293483734,0
breastmnist,breastmnist_swin_tiny_patch4_window7_224_partial_pct20_dirstart_seed44,breastmnist/breastmnist_swin_tiny_patch4_window7_224_partial_pct20_dirstart_seed44/summary.json,start,swin_tiny_patch4_window7_224,64,26,0.9866332497911445,41,0.0001,2,44,partial,classification,0.8525641025641025,0.9156223893065998,,0.8238326704963912,0.33259475231170654,0.9156223893065998,27520892,672110,225.03099632263184,20
breastmnist,breastmnist_resnet18_LP_pct0_seed43,breastmnist/breastmnist_resnet18_LP_pct0_seed43/summary.json,0,resnet18,64,2,0.45614035087719296,17,0.0001,2,43,LP,classification,0.7307692307692307,0.45300751879699247,,0.4222222222222222,0.6103294094403585,0.45300751879699247,11177538,1026,19.92997717857361,0
breastmnist,breastmnist_resnet18_partial_pct60_dirend_seed46,breastmnist/breastmnist_resnet18_partial_pct60_dirend_seed46/summary.json,end,resnet18,64,76,0.9657477025898079,91,0.0001,2,46,partial,classification,0.8910256410256411,0.9379699248120301,,0.8534401768444322,0.3655291100343068,0.9379699248120301,11177538,11020034,131.45168161392212,60
breastmnist,breastmnist_resnet18_full_pct0_seed41,breastmnist/breastmnist_resnet18_full_pct0_seed41/summary.json,0,resnet18,64,49,0.9674185463659147,64,0.0001,2,41,full,classification,0.8782051282051282,0.9323308270676691,,0.836197844708483,0.31367723643779755,0.9323308270676691,11177538,11177538,106.916348695755,0
breastmnist,breastmnist_densenet121_full_pct0_seed41,breastmnist/breastmnist_densenet121_full_pct0_seed41/summary.json,0,densenet121,64,15,0.9958228905597326,30,0.0001,2,41,full,classification,0.8717948717948718,0.913951545530493,,0.8260481712756467,0.3947541316350301,0.913951545530493,6955906,6955906,85.69479990005493,0
breastmnist,breastmnist_vit_base_patch16_224_partial_pct40_dirstart_seed45,breastmnist/breastmnist_vit_base_patch16_224_partial_pct40_dirstart_seed45/summary.json,start,vit_base_patch16_224,64,24,0.9916457811194654,39,0.0001,2,45,partial,classification,0.8717948717948718,0.9229323308270676,,0.8370927318295739,0.501557876666387,0.9229323308270676,85800194,35440898,95.02660489082336,40
breastmnist,breastmnist_swin_tiny_patch4_window7_224_partial_pct40_dirend_seed40,breastmnist/breastmnist_swin_tiny_patch4_window7_224_partial_pct40_dirend_seed40/summary.json,end,swin_tiny_patch4_window7_224,64,17,0.989139515455305,32,0.0001,2,40,partial,classification,0.8782051282051282,0.9289891395154553,,0.8485823754789272,0.5703740914662679,0.9289891395154553,27520892,19514870,59.98528170585632,40
breastmnist,breastmnist_vit_base_patch16_224_partial_pct40_dirend_seed47,breastmnist/breastmnist_vit_base_patch16_224_partial_pct40_dirend_seed47/summary.json,end,vit_base_patch16_224,64,6,0.9924812030075187,21,0.0001,2,47,partial,classification,0.8846153846153846,0.9442355889724311,,0.8461538461538463,0.2947212556997935,0.9442355889724311,85800194,35440898,41.22797656059265,40
breastmnist,breastmnist_swin_tiny_patch4_window7_224_partial_pct60_dirstart_seed43,breastmnist/breastmnist_swin_tiny_patch4_window7_224_partial_pct60_dirstart_seed43/summary.json,start,swin_tiny_patch4_window7_224,64,26,0.9849624060150375,41,0.0001,2,43,partial,classification,0.9166666666666666,0.9555137844611529,,0.8933024675119693,0.34908004105091095,0.9555137844611529,27520892,8223956,309.52868938446045,60
breastmnist,breastmnist_vit_base_patch16_224_partial_pct40_dirstart_seed41,breastmnist/breastmnist_vit_base_patch16_224_partial_pct40_dirstart_seed41/summary.json,start,vit_base_patch16_224,64,79,0.9866332497911445,94,0.0001,2,41,partial,classification,0.8846153846153846,0.9243943191311612,,0.8405632523279583,0.7739710112412771,0.9243943191311612,85800194,35440898,262.1509463787079,40
breastmnist,breastmnist_densenet121_partial_pct20_dirstart_seed43,breastmnist/breastmnist_densenet121_partial_pct20_dirstart_seed43/summary.json,start,densenet121,64,98,0.9649122807017543,113,0.0001,2,43,partial,classification,0.8974358974358975,0.913951545530493,,0.8608385370205174,0.32133586208025616,0.913951545530493,6955906,370370,213.65421795845032,20
breastmnist,breastmnist_resnet18_partial_pct60_dirstart_seed44,breastmnist/breastmnist_resnet18_partial_pct60_dirstart_seed44/summary.json,start,resnet18,64,119,0.9340016708437762,134,0.0001,2,44,partial,classification,0.8717948717948718,0.9258563074352547,,0.8194444444444444,0.32147036989529926,0.9258563074352547,11177538,2774274,680.0508422851562,60
breastmnist,breastmnist_swin_tiny_patch4_window7_224_partial_pct60_dirstart_seed44,breastmnist/breastmnist_swin_tiny_patch4_window7_224_partial_pct60_dirstart_seed44/summary.json,start,swin_tiny_patch4_window7_224,64,12,0.9891395154553049,27,0.0001,2,44,partial,classification,0.8782051282051282,0.9172932330827068,,0.8415905082571749,0.3383755683898926,0.9172932330827068,27520892,8223956,184.26153826713562,60
breastmnist,breastmnist_vit_base_patch16_224_partial_pct60_dirstart_seed42,breastmnist/breastmnist_vit_base_patch16_224_partial_pct60_dirstart_seed42/summary.json,start,vit_base_patch16_224,64,35,0.9949874686716792,50,0.0001,2,42,partial,classification,0.8782051282051282,0.9166666666666667,,0.8267780959616621,0.5171976288159689,0.9166666666666667,85800194,56704514,140.9025263786316,60
breastmnist,breastmnist_densenet121_partial_pct40_dirend_seed45,breastmnist/breastmnist_densenet121_partial_pct40_dirend_seed45/summary.json,end,densenet121,64,11,0.9598997493734336,26,0.0001,2,45,partial,classification,0.8525641025641025,0.859857978279031,,0.794348598612942,0.3986093997955322,0.859857978279031,6955906,5524226,42.422131299972534,40
breastmnist,breastmnist_vit_base_patch16_224_partial_pct40_dirstart_seed40,breastmnist/breastmnist_vit_base_patch16_224_partial_pct40_dirstart_seed40/summary.json,start,vit_base_patch16_224,64,27,0.9933166248955723,42,0.0001,2,40,partial,classification,0.8717948717948718,0.9047619047619048,,0.8158205430932703,0.5809669891993204,0.9047619047619048,85800194,35440898,105.7003583908081,40
breastmnist,breastmnist_densenet121_full_pct0_seed43,breastmnist/breastmnist_densenet121_full_pct0_seed43/summary.json,0,densenet121,64,16,0.9699248120300752,31,0.0001,2,43,full,classification,0.9038461538461539,0.9208437761069339,,0.8706825089803814,0.32728742559750873,0.9208437761069339,6955906,6955906,68.67835235595703,0
breastmnist,breastmnist_vit_base_patch16_224_partial_pct40_dirend_seed45,breastmnist/breastmnist_vit_base_patch16_224_partial_pct40_dirend_seed45/summary.json,end,vit_base_patch16_224,64,8,0.9908103592314119,23,0.0001,2,45,partial,classification,0.8846153846153846,0.9252297410192146,,0.8487068965517242,0.336264967918396,0.9252297410192146,85800194,35440898,48.52037048339844,40
breastmnist,breastmnist_resnet18_partial_pct20_dirstart_seed44,breastmnist/breastmnist_resnet18_partial_pct20_dirstart_seed44/summary.json,start,resnet18,64,70,0.8003341687552213,85,0.0001,2,44,partial,classification,0.7307692307692307,0.7754803675856307,,0.4222222222222222,0.5130560795466105,0.7754803675856307,11177538,148994,413.06538820266724,20
breastmnist,breastmnist_densenet121_partial_pct60_dirstart_seed41,breastmnist/breastmnist_densenet121_partial_pct60_dirstart_seed41/summary.json,start,densenet121,64,30,0.9908103592314118,45,0.0001,2,41,partial,classification,0.8717948717948718,0.8991228070175438,,0.8228480581421758,0.36262529095013935,0.8991228070175438,6955906,4259906,89.02203750610352,60
breastmnist,breastmnist_resnet18_partial_pct40_dirstart_seed48,breastmnist/breastmnist_resnet18_partial_pct40_dirstart_seed48/summary.json,start,resnet18,64,93,0.9164578111946533,108,0.0001,2,48,partial,classification,0.8076923076923077,0.870718462823726,,0.6904761904761905,0.4380449155966441,0.870718462823726,11177538,674562,152.43996238708496,40
breastmnist,breastmnist_densenet121_partial_pct60_dirend_seed49,breastmnist/breastmnist_densenet121_partial_pct60_dirend_seed49/summary.json,end,densenet121,64,27,0.9807852965747703,42,0.0001,2,49,partial,classification,0.9102564102564102,0.889515455304929,,0.8823275862068966,0.4134587049484253,0.889515455304929,6955906,6576002,79.1526689529419,60
breastmnist,breastmnist_densenet121_partial_pct20_dirstart_seed44,breastmnist/breastmnist_densenet121_partial_pct20_dirstart_seed44/summary.json,start,densenet121,64,48,0.9590643274853801,63,0.0001,2,44,partial,classification,0.8782051282051282,0.8682121971595655,,0.8194334450197989,0.3857048253218333,0.8682121971595655,6955906,370370,431.58380341529846,20
breastmnist,breastmnist_swin_tiny_patch4_window7_224_full_pct0_seed47,breastmnist/breastmnist_swin_tiny_patch4_window7_224_full_pct0_seed47/summary.json,0,swin_tiny_patch4_window7_224,64,20,0.9949874686716792,35,0.0001,2,47,full,classification,0.8846153846153846,0.9680451127819548,,0.8405632523279583,0.4011991818745931,0.9680451127819548,27520892,27520892,75.13031268119812,0
breastmnist,breastmnist_swin_tiny_patch4_window7_224_partial_pct40_dirstart_seed47,breastmnist/breastmnist_swin_tiny_patch4_window7_224_partial_pct40_dirstart_seed47/summary.json,start,swin_tiny_patch4_window7_224,64,28,0.9849624060150376,43,0.0001,2,47,partial,classification,0.8910256410256411,0.9342105263157895,,0.8534401768444322,0.31737420956293744,0.9342105263157895,27520892,2894480,85.67353558540344,40
breastmnist,breastmnist_densenet121_partial_pct20_dirend_seed48,breastmnist/breastmnist_densenet121_partial_pct20_dirend_seed48/summary.json,end,densenet121,64,43,0.989139515455305,58,0.0001,2,48,partial,classification,0.8846153846153846,0.881578947368421,,0.8434433541480821,0.4231163263320923,0.881578947368421,6955906,2686466,97.18531131744385,20
breastmnist,breastmnist_densenet121_LP_pct0_seed44,breastmnist/breastmnist_densenet121_LP_pct0_seed44/summary.json,0,densenet121,64,57,0.8964076858813701,72,0.0001,2,44,LP,classification,0.8397435897435898,0.8245614035087719,,0.7452811704003657,0.4403071105480194,0.8245614035087719,6955906,2050,91.43054723739624,0
breastmnist,breastmnist_densenet121_partial_pct20_dirstart_seed46,breastmnist/breastmnist_densenet121_partial_pct20_dirstart_seed46/summary.json,start,densenet121,64,52,0.9732664995822891,67,0.0001,2,46,partial,classification,0.8589743589743589,0.8757309941520468,,0.7974025974025973,0.3704139788945516,0.8757309941520468,6955906,370370,109.86509227752686,20
breastmnist,breastmnist_resnet18_partial_pct20_dirstart_seed47,breastmnist/breastmnist_resnet18_partial_pct20_dirstart_seed47/summary.json,start,resnet18,64,162,0.8713450292397661,177,0.0001,2,47,partial,classification,0.7756410256410257,0.8345864661654135,,0.6342198700341664,0.45575736959775287,0.8345864661654135,11177538,148994,240.74281120300293,20
breastmnist,breastmnist_densenet121_partial_pct20_dirend_seed49,breastmnist/breastmnist_densenet121_partial_pct20_dirend_seed49/summary.json,end,densenet121,64,48,0.9715956558061821,63,0.0001,2,49,partial,classification,0.8782051282051282,0.8834586466165415,,0.8332489451476793,0.4846530357996623,0.8834586466165415,6955906,2686466,97.04377818107605,20
breastmnist,breastmnist_vit_base_patch16_224_full_pct0_seed41,breastmnist/breastmnist_vit_base_patch16_224_full_pct0_seed41/summary.json,0,vit_base_patch16_224,64,26,0.9557226399331662,41,0.0001,2,41,full,classification,0.8333333333333334,0.8673767752715121,,0.7444556451612903,0.41477783521016437,0.8673767752715121,85800194,85800194,142.85664296150208,0
breastmnist,breastmnist_densenet121_partial_pct20_dirend_seed45,breastmnist/breastmnist_densenet121_partial_pct20_dirend_seed45/summary.json,end,densenet121,64,19,0.9665831244778613,34,0.0001,2,45,partial,classification,0.8397435897435898,0.8782372598162071,,0.7881240832292062,0.3558775981267293,0.8782372598162071,6955906,2686466,48.45729899406433,20
breastmnist,breastmnist_vit_base_patch16_224_full_pct0_seed42,breastmnist/breastmnist_vit_base_patch16_224_full_pct0_seed42/summary.json,0,vit_base_patch16_224,64,35,0.9908103592314119,50,0.0001,2,42,full,classification,0.8974358974358975,0.9362990810359232,,0.8608385370205174,0.4718952576319377,0.9362990810359232,85800194,85800194,158.13017916679382,0
breastmnist,breastmnist_resnet18_LP_pct0_seed42,breastmnist/breastmnist_resnet18_LP_pct0_seed42/summary.json,0,resnet18,64,1,0.5363408521303259,16,0.0001,2,42,LP,classification,0.48717948717948717,0.6180033416875522,,0.4858272907053395,0.6966813206672668,0.6180033416875522,11177538,1026,17.42646050453186,0
breastmnist,breastmnist_resnet18_partial_pct20_dirstart_seed49,breastmnist/breastmnist_resnet18_partial_pct20_dirstart_seed49/summary.json,start,resnet18,64,104,0.8320802005012532,119,0.0001,2,49,partial,classification,0.75,0.7792397660818713,,0.4936329588014981,0.5093896587689718,0.7792397660818713,11177538,148994,148.10909724235535,20
breastmnist,breastmnist_densenet121_partial_pct40_dirend_seed44,breastmnist/breastmnist_densenet121_partial_pct40_dirend_seed44/summary.json,end,densenet121,64,31,0.9849624060150376,46,0.0001,2,44,partial,classification,0.8910256410256411,0.9118629908103592,,0.850801687763713,0.4352588653564453,0.9118629908103592,6955906,5524226,297.6196839809418,40
breastmnist,breastmnist_vit_base_patch16_224_LP_pct0_seed45,breastmnist/breastmnist_vit_base_patch16_224_LP_pct0_seed45/summary.json,0,vit_base_patch16_224,64,87,0.9456975772765247,102,0.0001,2,45,LP,classification,0.8782051282051282,0.9227234753550543,,0.8232241903739488,0.33849069476127625,0.9227234753550543,85800194,1538,222.56220412254333,0
breastmnist,breastmnist_swin_tiny_patch4_window7_224_LP_pct0_seed46,breastmnist/breastmnist_swin_tiny_patch4_window7_224_LP_pct0_seed46/summary.json,0,swin_tiny_patch4_window7_224,64,86,0.9081035923141186,101,0.0001,2,46,LP,classification,0.8269230769230769,0.8895154553049289,,0.7434054218702406,0.3835271894931793,0.8895154553049289,27520892,1538,174.44697737693787,0
breastmnist,breastmnist_densenet121_partial_pct20_dirend_seed41,breastmnist/breastmnist_densenet121_partial_pct20_dirend_seed41/summary.json,end,densenet121,64,15,0.9816207184628236,30,0.0001,2,41,partial,classification,0.8525641025641025,0.873015873015873,,0.8017131804365847,0.3526883125305176,0.873015873015873,6955906,2686466,46.18454337120056,20
breastmnist,breastmnist_resnet18_LP_pct0_seed48,breastmnist/breastmnist_resnet18_LP_pct0_seed48/summary.json,0,resnet18,64,2,0.6165413533834586,17,0.0001,2,48,LP,classification,0.7307692307692307,0.5783208020050126,,0.4222222222222222,0.637794295946757,0.5783208020050126,11177538,1026,18.80918860435486,0
breastmnist,breastmnist_vit_base_patch16_224_partial_pct60_dirend_seed45,breastmnist/breastmnist_vit_base_patch16_224_partial_pct60_dirend_seed45/summary.json,end,vit_base_patch16_224,64,24,0.987468671679198,36,0.0001,2,45,partial,classification,0.8782051282051282,0.9031954887218046,,0.8440574525174935,0.6784752408663431,0.9031954887218046,85800194,56704514,87.41244959831238,60
breastmnist,breastmnist_vit_base_patch16_224_partial_pct20_dirend_seed48,breastmnist/breastmnist_vit_base_patch16_224_partial_pct20_dirend_seed48/summary.json,end,vit_base_patch16_224,64,18,0.9782790309106099,33,0.0001,2,48,partial,classification,0.9102564102564102,0.9443400167084378,,0.8803418803418803,0.6603443821271261,0.9443400167084378,85800194,21265154,69.1451723575592,20
breastmnist,breastmnist_densenet121_LP_pct0_seed43,breastmnist/breastmnist_densenet121_LP_pct0_seed43/summary.json,0,densenet121,64,66,0.8855472013366751,81,0.0001,2,43,LP,classification,0.8205128205128205,0.830827067669173,,0.7181935483870967,0.43025020758310956,0.830827067669173,6955906,2050,105.79913902282715,0
breastmnist,breastmnist_vit_base_patch16_224_partial_pct40_dirend_seed43,breastmnist/breastmnist_vit_base_patch16_224_partial_pct40_dirend_seed43/summary.json,end,vit_base_patch16_224,64,9,0.9924812030075189,24,0.0001,2,43,partial,classification,0.8846153846153846,0.9124895572263994,,0.8434433541480821,0.4174209535121918,0.9124895572263994,85800194,35440898,94.94197678565979,40
breastmnist,breastmnist_resnet18_partial_pct60_dirstart_seed49,breastmnist/breastmnist_resnet18_partial_pct60_dirstart_seed49/summary.json,start,resnet18,64,88,0.9131161236424394,103,0.0001,2,49,partial,classification,0.8461538461538461,0.9256474519632414,,0.7833333333333333,0.3468497395515442,0.9256474519632414,11177538,2774274,150.80380940437317,60
breastmnist,breastmnist_vit_base_patch16_224_LP_pct0_seed42,breastmnist/breastmnist_vit_base_patch16_224_LP_pct0_seed42/summary.json,0,vit_base_patch16_224,64,55,0.9548872180451128,70,0.0001,2,42,LP,classification,0.8653846153846154,0.8964076858813701,,0.8122313291683384,0.36460907260576886,0.8964076858813701,85800194,1538,141.84038138389587,0
breastmnist,breastmnist_swin_tiny_patch4_window7_224_partial_pct20_dirend_seed49,breastmnist/breastmnist_swin_tiny_patch4_window7_224_partial_pct20_dirend_seed49/summary.json,end,swin_tiny_patch4_window7_224,64,13,0.987468671679198,28,0.0001,2,49,partial,classification,0.8974358974358975,0.931077694235589,,0.8696741854636592,0.3937377482652664,0.931077694235589,27520892,15961886,53.00139880180359,20
breastmnist,breastmnist_densenet121_partial_pct40_dirstart_seed42,breastmnist/breastmnist_densenet121_partial_pct40_dirstart_seed42/summary.json,start,densenet121,64,72,0.9766081871345029,87,0.0001,2,42,partial,classification,0.9038461538461539,0.9202172096908939,,0.8706825089803814,0.2948825905720393,0.9202172096908939,6955906,1290050,140.60081577301025,40
breastmnist,breastmnist_densenet121_partial_pct60_dirstart_seed43,breastmnist/breastmnist_densenet121_partial_pct60_dirstart_seed43/summary.json,start,densenet121,64,35,0.9908103592314119,47,0.0001,2,43,partial,classification,0.8974358974358975,0.9120718462823726,,0.8632478632478633,0.35762641827265423,0.9120718462823726,6955906,4259906,319.4324243068695,60
breastmnist,breastmnist_vit_base_patch16_224_partial_pct60_dirstart_seed40,breastmnist/breastmnist_vit_base_patch16_224_partial_pct60_dirstart_seed40/summary.json,start,vit_base_patch16_224,64,31,0.9816207184628237,46,0.0001,2,40,partial,classification,0.8782051282051282,0.8982873851294904,,0.8267780959616621,0.4599126676718394,0.8982873851294904,85800194,56704514,119.20748376846313,60
breastmnist,breastmnist_resnet18_partial_pct40_dirend_seed44,breastmnist/breastmnist_resnet18_partial_pct40_dirend_seed44/summary.json,end,resnet18,64,68,0.9532163742690059,83,0.0001,2,44,partial,classification,0.8910256410256411,0.9421470342522974,,0.847996790279131,0.31829101343949634,0.9421470342522974,11177538,10494466,422.2808983325958,40
breastmnist,breastmnist_swin_tiny_patch4_window7_224_partial_pct40_dirend_seed49,breastmnist/breastmnist_swin_tiny_patch4_window7_224_partial_pct40_dirend_seed49/summary.json,end,swin_tiny_patch4_window7_224,64,6,0.9924812030075187,21,0.0001,2,49,partial,classification,0.8910256410256411,0.9352548036758562,,0.8582651915985249,0.3101442853609721,0.9352548036758562,27520892,19514870,39.20976209640503,40
breastmnist,breastmnist_resnet18_partial_pct40_dirend_seed48,breastmnist/breastmnist_resnet18_partial_pct40_dirend_seed48/summary.json,end,resnet18,64,88,0.9573934837092732,103,0.0001,2,48,partial,classification,0.9166666666666666,0.9325396825396826,,0.8859071729957806,0.3011348893245061,0.9325396825396826,11177538,10494466,158.341046333313,40
breastmnist,breastmnist_swin_tiny_patch4_window7_224_full_pct0_seed43,breastmnist/breastmnist_swin_tiny_patch4_window7_224_full_pct0_seed43/summary.json,0,swin_tiny_patch4_window7_224,64,9,0.9883040935672515,24,0.0001,2,43,full,classification,0.9038461538461539,0.9346282372598163,,0.8728744499375238,0.4351821045080821,0.9346282372598163,27520892,27520892,153.59238266944885,0
breastmnist,breastmnist_densenet121_partial_pct60_dirstart_seed45,breastmnist/breastmnist_densenet121_partial_pct60_dirstart_seed45/summary.json,start,densenet121,64,20,0.9891395154553049,35,0.0001,2,45,partial,classification,0.8846153846153846,0.9104010025062655,,0.8434433541480821,0.3086489637692769,0.9104010025062655,6955906,4259906,69.51393008232117,60
breastmnist,breastmnist_densenet121_partial_pct60_dirend_seed47,breastmnist/breastmnist_densenet121_partial_pct60_dirend_seed47/summary.json,end,densenet121,64,16,0.9732664995822891,31,0.0001,2,47,partial,classification,0.8974358974358975,0.9145781119465329,,0.8632478632478633,0.32250234484672546,0.9145781119465329,6955906,6576002,58.90779733657837,60
breastmnist,breastmnist_resnet18_full_pct0_seed44,breastmnist/breastmnist_resnet18_full_pct0_seed44/summary.json,0,resnet18,64,67,0.9757727652464495,82,0.0001,2,44,full,classification,0.8910256410256411,0.9302422723475354,,0.8559243765958602,0.3577020466327667,0.9302422723475354,11177538,11177538,385.00634694099426,0
breastmnist,breastmnist_densenet121_partial_pct60_dirend_seed48,breastmnist/breastmnist_densenet121_partial_pct60_dirend_seed48/summary.json,end,densenet121,64,27,0.987468671679198,42,0.0001,2,48,partial,classification,0.8974358974358975,0.9120718462823726,,0.8655172413793104,0.4207408328851064,0.9120718462823726,6955906,6576002,72.49917078018188,60
breastmnist,breastmnist_vit_base_patch16_224_full_pct0_seed47,breastmnist/breastmnist_vit_base_patch16_224_full_pct0_seed47/summary.json,0,vit_base_patch16_224,64,40,0.9624060150375939,55,0.0001,2,47,full,classification,0.8141025641025641,0.8581871345029239,,0.7619824275267006,0.6138862073421478,0.8581871345029239,85800194,85800194,146.01397371292114,0
breastmnist,breastmnist_vit_base_patch16_224_partial_pct20_dirend_seed46,breastmnist/breastmnist_vit_base_patch16_224_partial_pct20_dirend_seed46/summary.json,end,vit_base_patch16_224,64,12,0.9908103592314119,27,0.0001,2,46,partial,classification,0.8910256410256411,0.942564745196324,,0.850801687763713,0.44614481925964355,0.942564745196324,85800194,21265154,58.169610023498535,20
breastmnist,breastmnist_swin_tiny_patch4_window7_224_partial_pct20_dirstart_seed40,breastmnist/breastmnist_swin_tiny_patch4_window7_224_partial_pct20_dirstart_seed40/summary.json,start,swin_tiny_patch4_window7_224,64,23,0.9649122807017544,38,0.0001,2,40,partial,classification,0.9038461538461539,0.9116541353383459,,0.8728744499375238,0.32634636759757996,0.9116541353383459,27520892,672110,73.21568465232849,20
breastmnist,breastmnist_densenet121_partial_pct60_dirend_seed40,breastmnist/breastmnist_densenet121_partial_pct60_dirend_seed40/summary.json,end,densenet121,64,20,0.974937343358396,35,0.0001,2,40,partial,classification,0.8910256410256411,0.9007936507936508,,0.8534401768444322,0.35559112826983136,0.9007936507936508,6955906,6576002,58.39818811416626,60
breastmnist,breastmnist_swin_tiny_patch4_window7_224_partial_pct60_dirstart_seed41,breastmnist/breastmnist_swin_tiny_patch4_window7_224_partial_pct60_dirstart_seed41/summary.json,start,swin_tiny_patch4_window7_224,64,48,0.9899749373433584,63,0.0001,2,41,partial,classification,0.9230769230769231,0.9336883876357561,,0.9007423117709438,0.45125335454940796,0.9336883876357561,27520892,8223956,120.88006138801575,60
